,0,0,,
187,1,0.5149563,0.4850437,1
188,1,0.4969667,0.5030333,0
189,1,0.4879221,0.5120779,0
190,1,0.47779775,0.52220225,0
191,0,0.4149917,-0.4149917,1
192,0,0.4132814,-0.4132814,1
193,0,0.4223891,-0.4223891,1
194,0,0.42271394,-0.42271394,1
195,0,0.4161997,-0.4161997,1
196,0,0.41993815,-0.41993815,1
197,0,0.42090154,-0.42090154,1
198,0,0.4267894,-0.4267894,1
199,0,0.42834842,-0.42834842,1
200,0,0.43179217,-0.43179217,1
201,0,0.4526044,-0.4526044,1
202,0,0.46449387,-0.46449387,1
203,1,0.59923196,0.40076804,1
204,1,0.5335567,0.4664433,1
205,1,0.52358717,0.47641283,1
206,1,0.5229391,0.4770609,1
207,1,0.48037517,0.51962483,0
208,1,0.474983,0.525017,0
209,1,0.47471195,0.52528805,0
210,1,0.47162306,0.52837694,0
211,1,0.4705759,0.5294241,0
212,0,0.4151458,-0.4151458,1
213,0,0.4148268,-0.4148268,1
214,0,0.4130342,-0.4130342,1
215,0,0.42391905,-0.42391905,1
216,0,0.41549027,-0.41549027,1
217,0,0.42390072,-0.42390072,1
218,0,0.42328855,-0.42328855,1
219,0,0.42351857,-0.42351857,1
220,0,0.4371974,-0.4371974,1
221,0,0.441135,-0.441135,1
222,0,0.45964912,-0.45964912,1
223,1,0.5887571,0.4112429,1
224,1,0.5798874,0.4201126,1
225,1,0.5761272,0.4238728,1
226,1,0.53159934,0.46840066,1
227,1,0.52852654,0.47147346,1
228,1,0.5179607,0.4820393,1
229,1,0.5042736,0.4957264,1
230,1,0.48354095,0.51645905,0
231,1,0.46769077,0.53230923,0
232,0,0.42219248,-0.42219248,1
233,0,0.41957933,-0.41957933,1
234,0,0.4195375,-0.4195375,1
235,0,0.4345309,-0.4345309,1
236,0,0.44282466,-0.44282466,1
237,0,0.44386283,-0.44386283,1
238,0,0.44775343,-0.44775343,1
239,0,0.4500324,-0.4500324,1
240,1,0.6182918,0.3817082,1
241,1,0.6212079,0.3787921,1
242,1,0.576619,0.423381,1
243,1,0.5250544,0.4749456,1
244,1,0.50286186,0.49713814,1
245,1,0.49651706,0.50348294,0
246,1,0.5039922,0.4960078,1
247,1,0.49270135,0.50729865,0
248,1,0.48344585,0.51655415,0
249,1,0.47702262,0.52297738,0
250,1,0.48033157,0.51966843,0
251,1,0.48308766,0.51691234,0
252,1,0.4753475,0.5246525,0
253,0,0.4148294,-0.4148294,1
254,0,0.41892156,-0.41892156,1
255,0,0.42170456,-0.42170456,1
256,0,0.41969597,-0.41969597,1
257,0,0.41892546,-0.41892546,1
258,0,0.42299327,-0.42299327,1
259,0,0.42029572,-0.42029572,1
260,0,0.42740977,-0.42740977,1
261,1,0.8932065,0.1067935,1
262,1,0.6140848,0.3859152,1
263,1,0.58772814,0.41227186,1
264,1,0.5306871,0.4693129,1
265,1,0.52351344,0.47648656,1
266,1,0.5065781,0.4934219,1
267,1,0.4992644,0.5007356,0
268,1,0.49462637,0.50537363,0
269,1,0.48982581,0.51017419,0
270,1,0.4876452,0.5123548,0
271,1,0.48052686,0.51947314,0
272,1,0.47958353,0.52041647,0
273,1,0.48185685,0.51814315,0
274,0,0.42139304,-0.42139304,1
275,0,0.4196524,-0.4196524,1
276,0,0.42330414,-0.42330414,1
277,0,0.42104697,-0.42104697,1
278,0,0.41587105,-0.41587105,1
279,0,0.42438412,-0.42438412,1
280,0,0.4245181,-0.4245181,1
281,0,0.42224786,-0.42224786,1
282,0,0.4293912,-0.4293912,1
283,0,0.42999685,-0.42999685,1
284,0,0.436889,-0.436889,1
285,0,0.44656056,-0.44656056,1
286,0,0.45491904,-0.45491904,1
287,1,0.5724703,0.4275297,1
288,1,0.54538363,0.45461637,1
289,1,0.53825283,0.46174717,1
290,1,0.51489633,0.48510367,1
291,1,0.5064054,0.4935946,1
292,1,0.4879488,0.5120512,0
293,1,0.48070472,0.51929528,0
294,0,0.41827172,-0.41827172,1
295,0,1,-1,1
296,0,0.42277122,-0.42277122,1
297,0,0.41762605,-0.41762605,1
298,0,0.41184112,-0.41184112,1
299,0,0.41919887,-0.41919887,1
300,0,0.42200956,-0.42200956,1
301,0,0.4218105,-0.4218105,1
302,0,0.41545933,-0.41545933,1
303,0,0.4188345,-0.4188345,1
304,0,0.42374605,-0.42374605,1
305,0,0.42330498,-0.42330498,1
306,0,0.4247512,-0.4247512,1
307,0,0.42736235,-0.42736235,1
308,0,0.43121088,-0.43121088,1
309,0,0.43775722,-0.43775722,1
310,1,0.6030431,0.3969569,1
311,1,0.53579175,0.46420825,1
312,1,0.5109558,0.4890442,1
313,1,0.50431365,0.49568635,1
314,1,0.5067497,0.4932503,1
315,1,0.4951582,0.5048418,0
316,1,0.4924899,0.5075101,0
317,1,0.49096683,0.50903317,0
318,1,0.48724717,0.51275283,0
319,1,0.487308,0.512692,0
320,0,0.41457263,-0.41457263,1
321,0,0.41909462,-0.41909462,1
322,0,0.42676738,-0.42676738,1
323,0,0.4226388,-0.4226388,1
324,0,0.4278113,-0.4278113,1
325,0,0.4314428,-0.4314428,1
326,0,0.4377591,-0.4377591,1
327,0,1,-1,1
328,0,0.4419295,-0.4419295,1
329,0,0.44798577,-0.44798577,1
330,0,0.4577574,-0.4577574,1
331,0,0.46453482,-0.46453482,1
332,1,0.56750554,0.43249446,1
333,1,0.5385601,0.4614399,1
334,1,0.5459582,0.4540418,1
335,1,0.5071813,0.4928187,1
336,1,0.50488317,0.49511683,1
337,1,0.49792206,0.50207794,0
338,1,0.48413947,0.51586053,0
339,1,0.4889947,0.5110053,0
340,1,0.48326316,0.51673684,0
341,1,0.46774533,0.53225467,0
342,1,0.47093737,0.52906263,0
343,0,0.42062056,-0.42062056,1
344,0,0.42195764,-0.42195764,1
345,0,0.4198747,-0.4198747,1
346,0,0.4184961,-0.4184961,1
347,0,0.42525807,-0.42525807,1
348,0,0.4240439,-0.4240439,1
349,0,0.4251235,-0.4251235,1
350,0,0.4329803,-0.4329803,1
351,0,0.45561844,-0.45561844,1
352,1,0.69613487,0.30386513,1
353,1,0.57328856,0.42671144,1
354,1,0.5178978,0.4821022,1
355,1,0.51307565,0.48692435,1
356,1,0.51092654,0.48907346,1
357,1,0.50632364,0.49367636,1
358,1,0.5066816,0.4933184,1
359,1,0.49155328,0.50844672,0
360,1,0.490212,0.509788,0
361,1,0.49028674,0.50971326,0
362,1,0.49253112,0.50746888,0
363,1,0.4776536,0.5223464,0
364,1,0.48330113,0.51669887,0
365,0,0.42436653,-0.42436653,1
366,0,0.41184282,-0.41184282,1
367,0,0.424896,-0.424896,1
368,0,0.42097113,-0.42097113,1
369,0,1,-1,1
370,0,0.43350467,-0.43350467,1
371,0,0.43674812,-0.43674812,1
372,0,0.4392722,-0.4392722,1
373,1,0.60088086,0.39911914,1
374,1,0.528908,0.471092,1
375,1,0.52786547,0.47213453,1
376,1,0.51784295,0.48215705,1
377,1,0.51485455,0.48514545,1
378,1,0.5094202,0.4905798,1
379,1,0.51767385,0.48232615,1
380,1,0.5014977,0.4985023,1
381,1,0.49874148,0.50125852,0
382,1,0.49926105,0.50073895,0
383,1,0.49397224,0.50602776,0
384,1,0.49735674,0.50264326,0
385,1,0.4857893,0.5142107,0
386,1,0.4917507,0.5082493,0
387,1,0.48040038,0.51959962,0
388,1,0.48125747,0.51874253,0
389,1,0.4787358,0.5212642,0
390,0,0.42349365,-0.42349365,1
391,0,0.42815095,-0.42815095,1
392,0,1,-1,1
393,0,0.42283863,-0.42283863,1
394,0,0.41985404,-0.41985404,1
395,0,0.4186346,-0.4186346,1
396,0,0.4208218,-0.4208218,1
397,0,0.42037278,-0.42037278,1
398,0,0.42014012,-0.42014012,1
399,0,0.42317605,-0.42317605,1
400,0,0.4307872,-0.4307872,1
401,0,0.4320499,-0.4320499,1
402,0,0.45216012,-0.45216012,1
403,0,0.461676,-0.461676,1
404,1,0.6340536,0.3659464,1
405,1,0.57832867,0.42167133,1
406,1,0.5378462,0.4621538,1
407,1,0.5319665,0.4680335,1
408,1,0.510223,0.489777,1
409,1,0.5110132,0.4889868,1
410,1,0.498866,0.501134,0
411,1,0.48026288,0.51973712,0
412,1,0.47741228,0.52258772,0
413,1,0.47682747,0.52317253,0
414,1,0.473836,0.526164,0
415,1,0.47501844,0.52498156,0
416,0,0.42680418,-0.42680418,1
417,0,0.42023012,-0.42023012,1
418,0,0.41663685,-0.41663685,1
419,0,0.41802654,-0.41802654,1
420,0,0.41432458,-0.41432458,1
421,0,0.4217809,-0.4217809,1
422,0,0.4212685,-0.4212685,1
423,0,0.42350093,-0.42350093,1
424,0,0.4269966,-0.4269966,1
425,0,0.42647254,-0.42647254,1
426,0,0.42721635,-0.42721635,1
427,0,0.43824345,-0.43824345,1
428,0,0.44195032,-0.44195032,1
429,0,0.4526937,-0.4526937,1
430,0,0.45373473,-0.45373473,1
431,0,0.46074402,-0.46074402,1
432,1,0.6360023,0.3639977,1
433,1,0.597316,0.402684,1
434,1,0.5999996,0.4000004,1
435,1,0.5828227,0.4171773,1
436,1,0.55060005,0.44939995,1
437,1,0.5282239,0.4717761,1
438,1,0.51620406,0.48379594,1
439,1,0.50386757,0.49613243,1
440,1,0.5049093,0.4950907,1
441,1,0.49977732,0.50022268,0
442,1,0.4967731,0.5032269,0
443,1,0.4946858,0.5053142,0
444,1,0.48577037,0.51422963,0
445,1,0.486701,0.513299,0
446,1,0.48132882,0.51867118,0
447,1,0.4854719,0.5145281,0
448,1,0.48005363,0.51994637,0
449,1,0.4802515,0.5197485,0
450,0,0.4129195,-0.4129195,1
451,0,0.42260945,-0.42260945,1
452,0,0.43093953,-0.43093953,1
453,0,1,-1,1
454,0,0.4201287,-0.4201287,1
455,0,0.41883147,-0.41883147,1
456,0,0.41698074,-0.41698074,1
457,0,0.4192449,-0.4192449,1
458,0,0.42084146,-0.42084146,1
459,0,0.42182824,-0.42182824,1
460,0,0.42005643,-0.42005643,1
461,0,0.42874798,-0.42874798,1
462,0,0.43083698,-0.43083698,1
463,0,0.43838066,-0.43838066,1
464,0,0.441032,-0.441032,1
465,0,0.4442875,-0.4442875,1
466,0,0.44833258,-0.44833258,1
467,1,0.8610542,0.1389458,1
468,1,0.6006736,0.3993264,1
469,1,0.5939597,0.4060403,1
470,1,0.57213867,0.42786133,1
471,1,0.5632014,0.4367986,1
472,1,0.56088084,0.43911916,1
473,1,0.53702587,0.46297413,1
474,1,0.5185163,0.4814837,1
475,1,0.50822705,0.49177295,1
476,1,0.50531065,0.49468935,1
477,1,0.49530178,0.50469822,0
478,1,0.4934742,0.5065258,0
479,1,0.49033722,0.50966278,0
480,1,0.48812065,0.51187935,0
481,1,0.4960359,0.5039641,0
482,1,0.48678946,0.51321054,0
483,1,0.48216504,0.51783496,0
484,1,0.48398468,0.51601532,0
485,1,0.47975618,0.52024382,0
486,1,0.47769234,0.52230766,0
487,1,0.4654643,0.5345357,0
488,0,0.42448872,-0.42448872,1
489,0,0.4230359,-0.4230359,1
490,0,0.42089134,-0.42089134,1
491,0,0.42005533,-0.42005533,1
492,0,0.42147475,-0.42147475,1
493,0,0.42057544,-0.42057544,1
494,0,0.42385098,-0.42385098,1
495,0,0.4200292,-0.4200292,1
496,0,0.42180404,-0.42180404,1
497,0,0.4217518,-0.4217518,1
498,0,0.42158088,-0.42158088,1
499,0,0.42935985,-0.42935985,1
500,0,1,-1,1
501,0,0.43548223,-0.43548223,1
502,0,0.44176993,-0.44176993,1
503,0,0.44297093,-0.44297093,1
504,0,0.44948727,-0.44948727,1
505,0,1,-1,1
506,0,1,-1,1
507,1,0.66032946,0.33967054,1
508,1,0.5950817,0.4049183,1
509,1,0.57411605,0.42588395,1
510,1,0.5645599,0.4354401,1
511,1,0.5453987,0.4546013,1
512,1,0.5449962,0.4550038,1
513,1,0.54146385,0.45853615,1
514,1,0.5376421,0.4623579,1
515,1,0.526288,0.473712,1
516,1,0.52370125,0.47629875,1
517,1,0.49939263,0.50060737,0
518,1,0.49395293,0.50604707,0
519,1,0.48309898,0.51690102,0
520,1,0.48626736,0.51373264,0
521,1,0.4817492,0.5182508,0
522,1,0.48311895,0.51688105,0
523,1,0.4803272,0.5196728,0
524,1,0.4813115,0.5186885,0
525,1,0.47985074,0.52014926,0
526,1,0.46433464,0.53566536,0
527,1,0.47525132,0.52474868,0
528,0,0.41263184,-0.41263184,1
529,0,0.42410755,-0.42410755,1
530,0,0.41514397,-0.41514397,1
531,0,0.41518742,-0.41518742,1
532,0,0.4217826,-0.4217826,1
533,0,0.4242965,-0.4242965,1
534,0,0.4243019,-0.4243019,1
535,0,0.43039095,-0.43039095,1
536,0,0.4340848,-0.4340848,1
537,0,0.46043015,-0.46043015,1
538,0,0.46019408,-0.46019408,1
539,0,0.46575356,-0.46575356,1
540,1,0.6883724,0.3116276,1
541,1,0.6582326,0.3417674,1
542,1,0.6164322,0.3835678,1
543,1,0.59194684,0.40805316,1
544,1,0.5875185,0.4124815,1
545,1,0.57609344,0.42390656,1
546,1,0.5689325,0.4310675,1
547,1,0.560926,0.439074,1
548,1,0.5534738,0.4465262,1
549,1,0.5433264,0.4566736,1
550,1,0.53846824,0.46153176,1
551,1,0.53949845,0.46050155,1
552,1,0.5333574,0.4666426,1
553,1,0.52192986,0.47807014,1
554,1,0.51598096,0.48401904,1
555,1,0.509969,0.490031,1
556,1,0.5067892,0.4932108,1
557,1,0.5066633,0.4933367,1
558,1,0.5028202,0.4971798,1
559,1,0.49253988,0.50746012,0
560,1,0.49287093,0.50712907,0
561,1,0.48973066,0.51026934,0
562,1,0.47953063,0.52046937,0
563,0,0.4246576,-0.4246576,1
564,0,0.4195393,-0.4195393,1
565,0,0.42068967,-0.42068967,1
566,0,0.4222736,-0.4222736,1
567,0,0.4248795,-0.4248795,1
568,0,0.42485788,-0.42485788,1
569,0,0.4265533,-0.4265533,1
570,0,0.43348518,-0.43348518,1
571,0,0.43191603,-0.43191603,1
572,0,0.43781912,-0.43781912,1
573,0,0.4583346,-0.4583346,1
574,1,0.6095413,0.3904587,1
575,1,0.5623589,0.4376411,1
576,1,0.54069805,0.45930195,1
577,1,0.543897,0.456103,1
578,1,0.5306523,0.4693477,1
579,1,0.53243387,0.46756613,1
580,1,0.5181318,0.4818682,1
581,1,0.5179188,0.4820812,1
582,1,0.5154248,0.4845752,1
583,1,0.51886266,0.48113734,1
584,1,0.5174411,0.4825589,1
585,1,0.5123385,0.4876615,1
586,1,0.5057083,0.4942917,1
587,1,0.5048445,0.4951555,1
588,1,0.50390863,0.49609137,1
589,1,0.4952556,0.5047444,0
590,1,0.49920833,0.50079167,0
591,1,0.494976,0.505024,0
592,1,0.49748582,0.50251418,0
593,1,0.48897532,0.51102468,0
594,1,0.48002303,0.51997697,0
595,1,0.47807905,0.52192095,0
596,0,0.42572337,-0.42572337,1
597,0,0.41522536,-0.41522536,1
598,0,0.42333513,-0.42333513,1
599,0,0.42175356,-0.42175356,1
600,0,0.42159387,-0.42159387,1
601,0,0.41947252,-0.41947252,1
602,0,0.4259196,-0.4259196,1
603,0,0.42636973,-0.42636973,1
604,0,0.42543992,-0.42543992,1
605,0,0.42955893,-0.42955893,1
606,0,0.43400872,-0.43400872,1
607,0,0.4331239,-0.4331239,1
608,0,0.4370866,-0.4370866,1
609,0,0.44368327,-0.44368327,1
610,0,0.45801184,-0.45801184,1
611,0,0.4583732,-0.4583732,1
612,0,0.45917824,-0.45917824,1
613,0,0.46815255,-0.46815255,1
614,1,0.68053824,0.31946176,1
615,1,0.57686746,0.42313254,1
616,1,0.5749028,0.4250972,1
617,1,0.55492467,0.44507533,1
618,1,0.51687896,0.48312104,1
619,1,0.5232699,0.4767301,1
620,1,0.5182239,0.4817761,1
621,1,0.5173226,0.4826774,1
622,1,0.5193658,0.4806342,1
623,1,0.5154267,0.4845733,1
624,1,0.50635433,0.49364567,1
625,1,0.50256306,0.49743694,1
626,1,0.49909744,0.50090256,0
627,1,0.49697506,0.50302494,0
628,1,0.4890305,0.5109695,0
629,1,0.48480022,0.51519978,0
630,1,0.4881221,0.5118779,0
631,1,0.4809387,0.5190613,0
632,1,0.4745441,0.5254559,0
633,1,0.4832552,0.5167448,0
634,1,0.4746279,0.5253721,0
635,1,0.47507176,0.52492824,0
636,0,0.42834178,-0.42834178,1
637,0,0.42316872,-0.42316872,1
638,0,0.41822886,-0.41822886,1
639,0,0.4210451,-0.4210451,1
640,0,0.424977,-0.424977,1
641,0,0.4187609,-0.4187609,1
642,0,0.4222672,-0.4222672,1
643,0,0.42350498,-0.42350498,1
644,0,0.42196333,-0.42196333,1
645,0,1,-1,1
646,0,0.42289004,-0.42289004,1
647,0,0.4243505,-0.4243505,1
648,0,0.42608368,-0.42608368,1
649,0,0.4290665,-0.4290665,1
650,0,0.43039277,-0.43039277,1
651,0,0.4315074,-0.4315074,1
652,0,0.43424356,-0.43424356,1
653,0,0.43483523,-0.43483523,1
654,0,0.43707192,-0.43707192,1
655,0,0.44759473,-0.44759473,1
656,0,0.45146552,-0.45146552,1
657,0,0.45330477,-0.45330477,1
658,0,0.47316632,-0.47316632,1
659,1,0.6457208,0.3542792,1
660,1,0.615514,0.384486,1
661,1,0.583348,0.416652,1
662,1,0.5934408,0.4065592,1
663,1,0.58360213,0.41639787,1
664,1,0.5865091,0.4134909,1
665,1,0.56053746,0.43946254,1
666,1,0.5600554,0.4399446,1
667,1,0.5597423,0.4402577,1
668,1,0.5466445,0.4533555,1
669,1,0.52977014,0.47022986,1
670,1,0.5249444,0.4750556,1
671,1,0.52512527,0.47487473,1
672,1,0.51166654,0.48833346,1
673,1,0.5092654,0.4907346,1
674,1,0.512446,0.487554,1
675,1,0.50576437,0.49423563,1
676,1,0.5137439,0.4862561,1
677,1,0.5067862,0.4932138,1
678,1,0.5085819,0.4914181,1
679,1,0.5066807,0.4933193,1
680,1,0.49939087,0.50060913,0
681,1,0.50072736,0.49927264,1
682,1,0.49338457,0.50661543,0
683,1,0.49686456,0.50313544,0
684,1,0.49116826,0.50883174,0
685,1,0.48732683,0.51267317,0
686,1,0.48340818,0.51659182,0
687,1,0.48783612,0.51216388,0
688,1,0.4851753,0.5148247,0
689,1,0.47540513,0.52459487,0
690,1,0.4720769,0.5279231,0
691,1,0.4751397,0.5248603,0
692,1,0.47576487,0.52423513,0
693,1,0.4762077,0.5237923,0
694,0,0.42616695,-0.42616695,1
695,0,0.4122851,-0.4122851,1
696,0,0.42225462,-0.42225462,1
697,0,0.42211202,-0.42211202,1
698,0,0.42020378,-0.42020378,1
699,0,0.42279792,-0.42279792,1
700,0,0.42469618,-0.42469618,1
701,0,0.42888203,-0.42888203,1
702,0,0.4313323,-0.4313323,1
703,0,0.4420948,-0.4420948,1
704,0,0.44137108,-0.44137108,1
705,0,0.44363242,-0.44363242,1
706,0,0.443476,-0.443476,1
707,0,0.45088035,-0.45088035,1
708,0,0.45394734,-0.45394734,1
709,0,0.47479376,-0.47479376,1
710,1,0.6755779,0.3244221,1
711,1,0.56812286,0.43187714,1
712,1,0.5719619,0.4280381,1
713,1,0.5706625,0.4293375,1
714,1,0.55179477,0.44820523,1
715,1,0.53950644,0.46049356,1
716,1,0.5378094,0.4621906,1
717,1,0.5367576,0.4632424,1
718,1,0.5383225,0.4616775,1
719,1,0.5331524,0.4668476,1
720,1,0.5281744,0.4718256,1
721,1,0.5247084,0.4752916,1
722,1,0.51908875,0.48091125,1
723,1,0.51387006,0.48612994,1
724,1,0.51872885,0.48127115,1
725,1,0.51303226,0.48696774,1
726,1,0.5107562,0.4892438,1
727,1,0.5080425,0.4919575,1
728,1,0.50259554,0.49740446,1
729,1,0.4970027,0.5029973,0
730,1,0.501083,0.498917,1
731,1,0.49856657,0.50143343,0
732,1,0.49981713,0.50018287,0
733,1,0.49319845,0.50680155,0
734,1,0.4963918,0.5036082,0
735,1,0.48519894,0.51480106,0
736,1,0.49159864,0.50840136,0
737,1,0.48486432,0.51513568,0
738,1,0.4877179,0.5122821,0
739,1,0.4823918,0.5176082,0
740,1,0.48457307,0.51542693,0
741,1,0.48348746,0.51651254,0
742,1,0.48000848,0.51999152,0
743,1,0.48182034,0.51817966,0
744,1,0.4842991,0.5157009,0
745,1,0.48016515,0.51983485,0
746,0,0.41653436,-0.41653436,1
747,0,0.41941074,-0.41941074,1
748,0,0.4139937,-0.4139937,1
749,0,0.4195398,-0.4195398,1
750,0,0.42276043,-0.42276043,1
751,0,0.41677952,-0.41677952,1
752,0,0.42194197,-0.42194197,1
753,0,0.42300004,-0.42300004,1
754,0,0.42607456,-0.42607456,1
755,0,0.42687598,-0.42687598,1
756,0,0.4286803,-0.4286803,1
757,0,0.4290933,-0.4290933,1
758,0,0.43616977,-0.43616977,1
759,0,0.43625665,-0.43625665,1
760,0,0.4399272,-0.4399272,1
761,0,0.44398287,-0.44398287,1
762,0,0.4453924,-0.4453924,1
763,0,0.45342064,-0.45342064,1
764,0,0.45965293,-0.45965293,1
765,0,0.46611598,-0.46611598,1
766,1,0.7332311,0.2667689,1
767,1,0.68181366,0.31818634,1
